Marca temporal;Elige el curso;Opinión General Sobre el Curso;¿Aprobó la Cursada?;¿Cómo te Resultaron los Temas de la Materia?;¿Los Temas de la Materia Están Actualizados?;Nivel de las Clases Teóricas del Curso;Nivel de las Clases Prácticas del Curso;Dificultad del Curso;Dificultad del TP;¿Cursaste antes la materia de manera presencial?;¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases teóricas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases prácticas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Trabajos prácticos];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Instancias de consulta];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Tiempos de respuesta ante consultas];¿Qué aspectos valorás positivamente de la cursada remota? (elegí todas las que apliquen);¿Qué aspectos valorás negativamente de la cursada remota? (elegí todas las que apliquen);¿Creés que la cátedra estuvo a la altura de una cursada virtual? En cuanto a herramientas, comunicación, material, etc;¿Creés que debería evaluarse la posibilidad de que el curso sea total o parcialmente virtual cuando sea posible retomar las cursadas presenciales?;¿Estás conforme con la forma en que el curso evaluó sus contenidos? ¿Te sentiste cómodo/a?;¿Tenés algún otro comentario o sugerencia sobre el curso y la cursada virtual de este cuatrimestre?;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Excelentes;Difícil;Difícil;No;Mejor;Peor;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con mis pares
 Pérdida de comunicación no verbal";si, creo que esta materia se presta a darla de manera online que quizás con otras materias no sucede lo mismo.;Sí;si;La plataforma RPL estuvo muy bien implementada y los ejercicios dados en las evaluaciones me parecieron bastantes accesibles.;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Buenas;Normal;Normal;No;Peor;Similar;Peor;No Aplica;No Aplica;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo";"Menor interacción con el docente
 Menor interacción con mis pares
 Problemas de conectividad
 Falta de espacio adecuado para estudiar";;No;;;;;;;;
25/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Difícil;Difícil;No;Similar;Similar;Mejor;Mejor;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares";si;Sí;Si, bastante comodo;No;;;;;;
12/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Regular;Sí;Interesantes;Sí;Regulares;Regulares;Normal;Normal;No;Similar;Mejor;Mejor;Similar;Similar;"Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros";"Pérdida de comunicación no verbal
 Problemas de conectividad
 Incomodidad en mi hogar";La verdad hubo ciertos problemas con respecto a las herramientas que podían utilizar los profesores al momento de dar la clase, como micrófono saturado, problemas técnicos a la hora de enseñar ciertos temas.;Sí;No me sentí del todo cómodo ya que a la hora de evaluar por ejemplo los trabajos grupales cada grupo, incluso si entre grupos tuvieran el mismo tema, a la hora de evaluar lo importante es la percepción del profesor sobre comprender que pide la consigna en vez de hacer lo que dice objetivamente.;El corte de vacaciones en el medio de la cursada no ayudo mucho para poder mantenerse uno al día con las materias, hubiese estado mucho mejor que aunque sea solo los profesores que no poseen buen equipamiento puedan ir a un aula determinada para ellos, y así dar clases con equipos más avanzados. Ya que si solo un grupo de profesores por aulas poseyeran un buen equipo para dar las clases podría no solo turnarse para que haya una limpieza de por medio si no que también mejoraría la forma que se dan las clases.;;;;;;
16/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Muy Interesantes;Sí;Regulares;Buenas;Difícil;Difícil;No;Peor;Mejor;Mejor;Similar;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con mis pares
 Problemas de conectividad
 Falta de espacio adecuado para estudiar";Si;Sí;Si, solo algunas demoras en la entrega de la nota del parcial y del recuperatorio.;;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Similar;Similar;Peor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Ahorro en tiempo de viaje
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares";Me parece que la materia es perfecta para dar en cursada virtual. Tal vez podrían dar más herramientas como páginas o lugares donde buscar la información que por distintos motivos no logramos obtener en clase.;Sí;No del todo. La forma de evaluar fue un poco dura por el tema de las preguntas para responder en 5 minutos, ya que muchas veces se va más de un minuto con los tiempos de carga en el campus. Por otro lado me parece que se debería entregar un problema directamente para resolver con un poco más de tiempo para su ejecución, ya que no se da el tiempo necesario para el posible arreglo de bugs.;;;;;;;
11/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Difícil;No;Mejor;Mejor;No Aplica;No Aplica;No Aplica;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con mis pares;Sí, me gusta la manera remota, creo que las clases de esta materia pueden darse de tal forma. La comunicación fue buena y el material también. Podía seguir la clase gracias a que tenía mi pc conmigo y presencial no podría seguir los códigos presentados por los profesores que son de mucha ayuda para entender mejor los temas.;Sí;No, el primer parcial tuvo muchos inconvenientes con el campus y el tiempo para resolver el ejercicio de más contenido no considero que haya sido suficiente. Esto si cambió en los recuperatorios, en esas instancias tuvimos un tiempo considerable que permitía corregir el código.;Estoy conforme con los temas que se dieron. Me pareció muy interesante el curso. No sabía que se podía hacer mucho con python.;;;;;;
8/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;No;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Difícil;No;Mejor;Mejor;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Problemas de conectividad;Si, la volvería a cursar onlinne sin problema;Sí;Si;Estuvo muy bueno que graben las clases y que desde el principio tengamos las clases grabadas del cuatrimestre pasado;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Difícil;No;Similar;Similar;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con mis pares
 Problemas de conectividad";Sí, impecable.;Sí;Muy cómodo.;Ninguno, muy bueno.;;;;;;
11/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Mejor;Mejor;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";;Si bien siempre se puede mejorar, creo que la cátedra se adaptó muy bien a la virtualidad.;Sí;Sí;"1) Tener en cuenta en los parciales el problema de que se satura el campus. Entonces en vez de dar cinco minutos para resolver el ejercicio dar diez por ejemplo teniendo en cuenta que al pasar de consigna se tardaba un minuto aprox. en cargar (igual estuvo bueno que nos dieron la posibilidad de volver a hacerlo por este problema, gracias)
 2) Aunque el Adobe Connect estaba bueno por el tema de las encuestas creo que sería mejor dar las clases por otra plataforma ya que con el adobe no te deja acelerar el video (o por lo menos yo no encontré la forma) para volver a ver la clase mas rápido. Y se pueden realizar encuestas por una página aparte y nos envían un link
 3) Estuvo muy bueno poder practicar con los ej. de RPL. Me sirvió mucho
 4) Con respecto al TPG:
  // me gustó que nos den la posibilidad de elegir la consigna
  // hubiese estado bueno una vez conformados los grupos y elegidas las consignas haberle dedicado unos minutos de clase a resolver dudas sobre las consignas y ver de que manera se podría trabajar grupalmente para resolverlo
  // los temas propuestos para el tp estuvieron buenos";;;;;;
23/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Interesantes;Sí;Buenas;Muy Buenas;Normal;Normal;No;Mejor;Mejor;Similar;Peor;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Problemas de conectividad;Me parecio muy buena la cátedra en forma virtual , los profesores estaban bien informados y sabian que hacer en todo momento , no me imagino la clase en forma presencial , estoy seguro que seria bastante peor;Sí;Estoy completamente conforme con la forma de evaluar de los profes , ninguna objeción.;;;;;;;
22/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Difícil;Difícil;No;Mejor;Mejor;Mejor;No Aplica;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje";"Pérdida de comunicación no verbal
 Problemas de conectividad
 Falta de espacio adecuado para estudiar";;Sí;;;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Similar;Peor;Similar;Similar;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal
 Problemas de conectividad";El material estuvo bien, aprendí todo lo que creo que hubiese aprendido de forma presencial con el mismo esfuerzo.;No;Si, me pareció que las evaluaciones y los tps estuvieron bien y si seguías la materia no muy complicados.;La unica critica que tengo es sobre la plataforma usada, el adobe. No se si es porque usaba la versión web (no me pude instalar la aplicación ya que uso linux) pero no me andaba bien, se me cortaba seguido y se me hizo difícil seguir las clases. No tuve este problema en las clases dadas por meet.;;;;;;
25/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Difícil;Normal;Sí;Mejor;Similar;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal";Si claro;Sí;Más o menos;No;;;;;;
13/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;Sí;Mejor;Mejor;Mejor;Similar;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Falta de espacio adecuado para estudiar;Absolutamente, e incluso mejor.;Sí;Sí.;-;;;;;;
11/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Interesantes;Sí;Buenas;Regulares;Normal;Fácil;No;Similar;Mejor;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con mis pares;Si;Sí;"RPL estuvo muy bueno, me gustaria que haya mas ejercicios.
 El tp me gustó, estuvo bueno.
 El ultimo ejercicio del primer parcial estuvo bueno. 
 El ejercicio de reordenar el codigo me parecio MUY malo.
 Estuve comodo.";Mas rpl para los que tenemos ganas.;;;;;;
22/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Interesantes;Sí;Muy Buenas;Buenas;Normal;Difícil;No;Similar;Similar;Similar;No Aplica;No Aplica;Posibilidad de ver las clases posteriormente;"Menor interacción con mis pares
 Pérdida de comunicación no verbal
 Falta de espacio adecuado para estudiar";;No;;;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Buenas;Normal;Difícil;No;Similar;Peor;Peor;Peor;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";;Creo que lo que mas me costo fue la interaccion de la clase, el ida y vuelta de preguntas, etc;No;si, asi fue.;Me costo bastante la practica. Personalmente fui a un coelgio bueno, pero que no estaba para nada a la altura del curso, por lo que no asumiria tantas cosas por sabidas;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Buenas;Muy Buenas;Difícil;Muy difícil;No;Mejor;Mejor;Mejor;Mejor;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";;Si;Sí;Si;"Hubo clases en las que se vio muchisimo contenido en muy poco tiempo, como en la clase de c que estuvo muy buena pero fue demasiada informacion en muy poco tiempo.
 Lo demas muy bueno, muchas gracias!";;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Malo;Sí;Interesantes;Sí;Regulares;Muy Buenas;Normal;Normal;No;Similar;Mejor;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Pérdida de comunicación no verbal";"Creo que aun falta mucho para mejorar y adaptarse a las clases virtuales. Pero creo que le vino bien a esta cursada en particular ya que los profesores podian mostrar codigo en tiempo real compartiendo pantalla y ademas todos los demás podiamos hacer practica del codigo mismo desde nuestras pc&#039;s, cosa que en una presencial seria muy dificil. Creo que la materia de Programacion y algoritmos tiene mucho potencial para darse de manera virtual de manera definitiva.";Sí;"Entre las personas que daban clase en esta cursada habia poca objetividad de correción y más sujeta a subjetividad de ellos mismos. 
 Nunca entendí del todo cual era el parametro de corrección, ya que algunos tenian parametros que otros no. Asi que el tema de correción de &quot;depende quien te toque&quot; me parece muy mal, deberia ser mas objetivo el tema de corregir";"Denle a los profesores y ayudantes los recursos necesarios para que se pueda hacer una transmicion en vivo de calidad, como microfnos o pc&#039;s que soporten el compartido de pantalla.";;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Regular;No;Interesantes;Sí;Regulares;Regulares;Difícil;Muy difícil;No;;;;;;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Pérdida de comunicación no verbal";;Sí;;;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Interesantes;Sí;Buenas;Muy Buenas;Difícil;Difícil;No;Similar;Mejor;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con mis pares
 Problemas de conectividad";;Sí;;;;;;;;
11/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Muy Buenas;Difícil;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;"Posibilidad de ver las clases posteriormente
 Ahorro en tiempo de viaje";"Menor interacción con el docente
 Menor interacción con mis pares";Si;Sí;Muy conforme. Si, fue cómodo y práctico;Interesante la implementación de la plataforma RPL, gran ayuda para practicar.;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Difícil;Difícil;No;Mejor;Mejor;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal";si;Sí;si;no;;;;;;
13/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Buenas;Normal;Normal;No;Mejor;Mejor;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con mis pares;se;Sí;se;;;;;;;
11/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Buenas;Normal;Difícil;No;Peor;Mejor;Similar;Peor;Similar;Posibilidad de ver las clases posteriormente;"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal
 Falta de espacio adecuado para estudiar
 Incomodidad en mi hogar";"Si, creo que en líneas generales la cátedra estuvo a la altura, el material de estudio fue dado de forma ordenada, las clases teóricas fueron claras y las devoluciones en correcciones de exámenes o trabajos cumplieron su función esclareciendo y remarcando las cuestiones a mejorar o modificar.
 Las únicas cuestiones a reprochar tienen que ver con el incumplimiento de los horarios dispuestos por la cursada y algunas descoordinaciones en cuanto al uso del aula virtual. Lo que quiero decir con esto último es que hubo clases que comenzaron hasta 30 minutos después de lo pactado (no en su mayoría, por supuesto), circunstancias en las que, al no haber actualizado la página del campus, no se sabía si habría o no clases hasta último momento y, finalmente, la corrección del tp grupal fue postergada en varias oportunidades por indisposición de los docentes a cargo de la corrección (Cabe aclarar finalmente que la corrección se llevo a cabo y de una manera muy cordial por cierto).
 Finalmente quisiera felicitar a los profesores en general por su buena predisposición y por superar las dificultades que acarrea la situación actual. De ninguna manera los errores remarcados pretenden echar en cara o cuestionar el compromiso docente, simplemente decir sólo las cosas que se han hecho bien sería faltar a la verdad, y en una encuesta de esta naturaleza, esto sería perjudicial para profesores y estudiantes de igual forma. Fue un gusto haber participado del curso y espero sigan mejorando.";Sí;;;;;;;;
25/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;No;Interesantes;Sí;Muy Buenas;Buenas;Normal;Difícil;No;Peor;Similar;Similar;Similar;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con mis pares;Si;Sí;Si;;;;;;;
10/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Excelente;Sí;Interesantes;Sí;Muy Buenas;Excelentes;Normal;Normal;No;Mejor;Mejor;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";;Si, totalmente.;Sí;Si, demasido comodo me senti;Ninguno;;;;;;
11/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Normal;Difícil;No;Similar;Mejor;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares";;Sí;;;;;;;;
16/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Bueno;Sí;Interesantes;Sí;Buenas;Muy Buenas;Fácil;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";;Si;Sí;Si;No;;;;;;
10/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Mejor;Mejor;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con mis pares;Si;Sí;Si;No, la cursada estuvo muy buena;;;;;;
13/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Excelente;Sí;Interesantes;Sí;Excelentes;Muy Buenas;Normal;Normal;No;Similar;Mejor;Mejor;Mejor;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Comodidad de mi hogar";Menor interacción con mis pares;Si;Sí;Si y si;No;;;;;;
11/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";;Si, si bien siempre hay cosas para mejorar, en este tipo de materias resulta mucho mejor poder tener una computadora a disposición para poder ver y probar los distintos temas que se estudian sobretodo cuando se habla de código.;Sí;Si, creo sobretodo que tanto los parciales como las entregas adquieren mayor realismo al poder escribir el código en un IDE de preferencia ya que es la manera en la cual uno trabaja luego y no hacerlo en un pedazo de papel como entiendo que se hacia hasta antes de la pandemia.;Solamente que sigan con la posibilidad al menos de cursar de manera virtual.;;;;;;
25/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;Sí;Similar;Mejor;Similar;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares";Si, no había ninguna limitación en las clases en comparación a las clases presenciales.;Sí;La dificultad de las evaluaciones me pareció acorde a lo estudiado, y que el TP sea grupal me pareció muy bueno.;;;;;;;
9/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Muy Bueno;No;Muy Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Similar;Similar;Similar;Peor;Similar;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal";Si;Sí;Si;;;;;;;
8/3/2021;75.40-95.14-Algoritmos y Programación I - 1 -Guarna;Excelente;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Difícil;Normal;No;Mejor;Similar;Similar;Similar;Peor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Pérdida de comunicación no verbal;Bianchi;Sí;Muy comoda;Que sean más amplios en la parte teórica;;;;;;
10/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;No hay TP;No;Mejor;Mejor;Peor;No Aplica;No Aplica;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Pérdida de comunicación no verbal";;Sí;;;;;;;;
8/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Excelentes;Normal;Normal;No;Similar;Mejor;Mejor;Similar;Similar;"Posibilidad de ver las clases posteriormente
 Ahorro en tiempo de viaje";"Menor interacción con el docente
 Menor interacción con mis pares
 Falta de espacio adecuado para estudiar
 Incomodidad en mi hogar";si, estuvo a la altura.;Sí;muy conforme y me sentí cómodo.;se podría habilitar un foro de consultas para que haya interacción entre los alumnos y los profesores.;;;;;;
9/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Excelentes;Normal;Normal;No;Peor;Similar;Peor;Similar;Peor;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares
 Pérdida de comunicación no verbal";"Por ser el segundo cuatrimestre virtual, yo creo que sí. El material teórico fue suficiente. Las clases prácticas no fueron aburridas.
 La idea del Adobe Connect al principio fue molesto porque a veces no me cargaba, no sé si era la PC ó la aplicación. Después me acomodé bastante y me sirvieron las herramientas que brinda.
 Me hubiera gustado ver las correcciones de los TPs, no necesariamente una nota. Simplemente un texto que diga si lo que hice estaba bien y en qué podría mejorarlo.";No;Sí, me pareció que el criterio de corrección estuvo bien y las notas fueron justas.;"Como sugerencia me gustaría que dentro del campus haya un canal de consultas porque al ser las clases una vez por semana, hay mucho tiempo de espera para despejarse las dudas.
 Entiendo que si fuera presencial se actuaría así pero aprovechando la modalidad virtual podría ser diferente este mecanismo. En la cursada fuimos aproximadamente 35 alumnos y no todos consultan, así que no lo veo como una molestia para los docentes contestarnos un promedio de 10 dudas por semana.(el último número es una suposición). Además, varias veces pasa que más de un alumno tiene la misma duda, por lo tanto las dudas resueltas ayudarían a todo el curso.";;;;;;
9/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Bueno;No;Interesantes;No;Regulares;Buenas;Difícil;Difícil;No;No Aplica;Mejor;No Aplica;No Aplica;Mejor;"Posibilidad de ver las clases posteriormente
 Posibilidad de volver atrás al no entender algo
 Mejor interacción en grupo
 Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";"Menor interacción con el docente
 Menor interacción con mis pares
 Problemas de conectividad";Estuvo escasa de material didactico para estudiar .No todo es pdf o presentaciones en power point o videos monocordes ,aburridos;Sí;disconforme;que las teoricas sean mas dinamicas ,como tambien los ejemplos y ejercicios;;;;;;
23/3/2021;75.02-95.11-Algoritmos y Programación I (Electrónica) - 3 - Azcurra;Regular;Sí;Muy Interesantes;No;Regulares;Muy Buenas;Normal;Normal;No;Similar;Similar;Mejor;Similar;Similar;"Ahorro en tiempo de viaje
 Menores costos de traslado y otros
 Comodidad de mi hogar";Menor interacción con el docente;Estuvo bien pero algunas clases teóricas no nos dejaban grabarlas, con lo cual contábamos con una herramienta menos.;Sí;Si, estuvo a la par con lo enseñado.;En una clase practica se uso un programa (code labs, creo) donde programamos todos juntos, tanto alumnos como los profesores de forma sincrónica, me pareció una muy buena dinamica. Tambien estaria bueno ordenar la pagina de la catedra en el campus, era confusa.;;;;;;
